word,count
aren,  331 
allowed,  332 
traditional,  173 
situation,  463 
dollar,  282 
tools,  398 
ongoing,  586 
certainly,  251 
starting,  408 
scale,  521 
look,  1523 
intervention,  279 
driven,  263 
point,  831 
bringing,  315 
commissioned,  115 
lifetime,  112 
thought,  343 
bigger,  170 
returned,  197 
higher,  1140 
larger,  205 
conditions,  563 
ones,  317 
parent,  173 
stay,  703 
wish,  282 
adult,  122 
showing,  389 
promising,  137 
chief,  492 
executive,  367 
charged,  126 
steps,  370 
rolling,  116 
picture,  211 
challenge,  592 
delivers,  203 
talked,  158 
advantage,  260 
applied,  102 
fiscal,  390 
measure,  255 
broader,  152 
wider,  810 
ultimately,  190 
gave,  216 
return,  672 
happening,  291 
clients,  149 
solve,  148 
protecting,  353 
futures,  125 
ground,  413 
experience,  1426 
individuals,  368 
trusted,  102 
relationship,  521 
according,  247 
happens,  111 
haven,  230 
resilience,  296 
arrangements,  240 
flexible,  219 
respond,  384 
accountability,  164 
whānau,  215 
ora,  168 
teams,  347 
situations,  122 
role,  1473 
consequences,  199 
connected,  360 
preparation,  102 
bit,  284 
add,  510 
supports,  555 
ministers,  846 
sort,  263 
settings,  262 
thinking,  287 
taking,  1225 
cutting,  158 
implementing,  227 
organisations,  841 
officials,  757 
listen,  250 
trying,  366 
realise,  137 
capability,  303 
backwards,  106 
reduction,  425 
proportion,  197 
turned,  270 
knew,  145 
exactly,  201 
away,  754 
mean,  546 
preparing,  122 
drivers,  302 
wouldn,  133 
admitted,  240 
hospital,  621 
disease,  237 
women,  1269 
maternity,  393 
rid,  133 
phil,  584 
twyford,  793 
portfolio,  279 
redevelopment,  245 
previous,  953 
campus,  100 
councillors,  102 
happened,  169 
owned,  262 
exercise,  145 
adds,  107 
uses,  146 
donated,  120 
covered,  131 
impacts,  347 
industry,  2360 
annually,  154 
nicola,  332 
willis,  313 
victoria,  254 
university,  782 
oppose,  119 
proposal,  504 
opposed,  192 
ill,  139 
engaged,  141 
spin,  108 
listening,  127 
appears,  249 
statistics,  357 
media,  673 
recommendation,  102 
graduates,  142 
fighting,  179 
gerry,  567 
brownlee,  921 
andrew,  508 
college,  458 
prior,  254 
quick,  127 
committees,  103 
sitting,  195 
experiencing,  171 
incredible,  170 
grateful,  150 
democracy,  184 
vital,  670 
careers,  155 
experiences,  251 
defence,  1108 
amazing,  184 
watch,  288 
passion,  133 
politics,  518 
losing,  217 
bayly,  194 
review,  1217 
selected,  387 
councils,  838 
practice,  536 
allocation,  101 
impose,  153 
contracts,  147 
exposed,  103 
burden,  199 
association,  373 
legislation,  1147 
identified,  360 
reality,  376 
event,  787 
failure,  439 
contractors,  140 
crying,  100 
urban,  444 
missing,  138 
action,  1148 
employed,  178 
let,  844 
waitaki,  327 
jacqui,  481 
dean,  633 
wanaka,  289 
comes,  759 
offer,  779 
attract,  232 
welcome,  858 
wonderful,  231 
forward,  1678 
approval,  109 
force,  710 
holds,  125 
wide,  476 
range,  1337 
equipment,  187 
maintained,  107 
ready,  709 
modern,  483 
age,  629 
volumes,  106 
threats,  176 
invested,  579 
managing,  310 
efficiently,  109 
implement,  378 
proven,  171 
assets,  368 
types,  120 
vehicle,  361 
firearms,  442 
taxpayer,  425 
spent,  799 
storage,  199 
facilities,  735 
christchurch,  2033 
date,  630 
implementation,  242 
partner,  414 
warning,  124 
clutha,  369 
southland,  736 
hamish,  321 
walker,  385 
written,  264 
lockdown,  795 
main,  463 
possible,  1249 
clear,  1674 
spoken,  109 
informed,  293 
borders,  173 
closed,  295 
visitors,  616 
tourism,  2070 
shortly,  102 
civil,  419 
visa,  196 
entitled,  110 
targeted,  440 
cancer,  686 
immediate,  280 
claiming,  236 
sending,  149 
promised,  488 
delayed,  261 
strategy,  934 
waiting,  426 
talking,  316 
pharmac,  301 
inflation,  264 
remove,  237 
independent,  686 
expert,  180 
sell,  180 
caught,  133 
sooner,  176 
grew,  125 
united,  789 
chosen,  190 
sought,  116 
parts,  372 
conference,  453 
opposition,  1485 
hamilton,  502 
elected,  570 
war,  420 
saw,  386 
peter,  257 
woman,  158 
member,  1202 
ross,  159 
serve,  236 
dame,  102 
maori,  506 
hands,  282 
wake,  100 
heavily,  145 
winning,  166 
took,  552 
faced,  178 
dispute,  106 
industrial,  220 
caused,  291 
difficulties,  109 
called,  505 
older,  281 
nash,  252 
giving,  536 
demand,  827 
largely,  157 
increasingly,  377 
father,  122 
mother,  170 
rugby,  265 
union,  334 
caucus,  406 
encouraged,  191 
expense,  106 
immediately,  283 
black,  123 
electoral,  559 
message,  440 
tour,  105 
tamaki,  182 
bills,  223 
crimes,  160 
laws,  484 
net,  333 
cities,  241 
play,  577 
appointed,  410 
lake,  181 
tried,  149 
profile,  162 
retirement,  187 
european,  190 
points,  168 
opinion,  122 
severe,  115 
retiring,  107 
man,  169 
capable,  118 
director,  349 
developed,  661 
advertising,  134 
replaced,  119 
lived,  138 
shadow,  122 
spoke,  146 
medium,  282 
massive,  398 
initially,  104 
deficit,  231 
moving,  677 
fell,  103 
