word,count
rely,  115 
listen,  111 
resourced,  101 
paul,  107 
ngā,  112 
served,  106 
aware,  103 
ignored,  149 
whanau,  227 
qualifications,  113 
revealed,  228 
worth,  169 
doctors,  174 
calls,  181 
turned,  138 
taxpayer,  295 
privacy,  101 
release,  237 
treated,  108 
palmerston,  112 
red,  255 
patients,  259 
dunedin,  358 
matters,  145 
megan,  384 
woods,  392 
truly,  116 
river,  349 
pike,  278 
drift,  132 
parts,  203 
september,  228 
speculation,  137 
activity,  137 
approved,  133 
applications,  141 
exports,  324 
mbie,  167 
television,  181 
standard,  199 
soon,  152 
haven,  172 
tried,  132 
spin,  109 
hide,  107 
november,  119 
confidence,  403 
buy,  377 
secure,  192 
deficit,  161 
insulation,  141 
firearms,  281 
manukau,  106 
aucklanders,  149 
union,  260 
considering,  123 
decent,  348 
later,  207 
establishment,  100 
sheep,  138 
content,  107 
decline,  118 
town,  130 
effort,  141 
view,  177 
tribunal,  139 
contractors,  119 
refusal,  160 
reporting,  132 
crimes,  116 
sunday,  102 
submissions,  127 
sales,  202 
suicide,  129 
integrated,  116 
caused,  146 
households,  154 
succeed,  109 
bigger,  112 
holding,  107 
economies,  106 
semi,  105 
automatic,  111 
dealing,  138 
fairness,  119 
losses,  155 
commissioner,  303 
message,  143 
papers,  156 
concerned,  188 
bennett,  169 
employees,  165 
compliance,  102 
ban,  192 
hearing,  121 
breaking,  131 
selling,  214 
fixed,  101 
train,  125 
expensive,  129 
stock,  126 
common,  135 
contract,  168 
manage,  183 
unfair,  125 
pasifika,  225 
seeing,  204 
update,  133 
paula,  153 
multi,  114 
panel,  176 
radio,  101 
rents,  140 
murray,  136 
mccully,  165 
subject,  109 
unemployed,  114 
fish,  177 
jenny,  128 
salesa,  106 
bus,  152 
true,  148 
port,  122 
tpp,  121 
easter,  100 
sea,  146 
saudi,  178 
register,  124 
airport,  147 
complex,  102 
congestion,  120 
lifting,  136 
insurance,  119 
