word,count
quick,  0.006 
committees,  0.005 
sitting,  0.01 
experiencing,  0.009 
incredible,  0.009 
grateful,  0.008 
democracy,  0.009 
vital,  0.034 
careers,  0.008 
experiences,  0.013 
defence,  0.056 
amazing,  0.009 
watch,  0.014 
passion,  0.007 
politics,  0.026 
losing,  0.011 
bayly,  0.01 
review,  0.061 
selected,  0.019 
councils,  0.042 
practice,  0.027 
allocation,  0.005 
impose,  0.008 
contracts,  0.007 
exposed,  0.005 
burden,  0.01 
association,  0.019 
legislation,  0.058 
identified,  0.018 
reality,  0.019 
event,  0.04 
failure,  0.022 
contractors,  0.007 
crying,  0.005 
urban,  0.022 
missing,  0.007 
action,  0.058 
employed,  0.009 
let,  0.042 
waitaki,  0.016 
jacqui,  0.024 
dean,  0.032 
wanaka,  0.015 
comes,  0.038 
offer,  0.039 
attract,  0.012 
welcome,  0.043 
wonderful,  0.012 
forward,  0.084 
approval,  0.005 
force,  0.036 
holds,  0.006 
wide,  0.024 
range,  0.067 
equipment,  0.009 
maintained,  0.005 
ready,  0.036 
modern,  0.024 
age,  0.032 
volumes,  0.005 
threats,  0.009 
invested,  0.029 
managing,  0.016 
efficiently,  0.005 
implement,  0.019 
proven,  0.009 
assets,  0.018 
types,  0.006 
vehicle,  0.018 
firearms,  0.022 
taxpayer,  0.021 
spent,  0.04 
storage,  0.01 
facilities,  0.037 
christchurch,  0.102 
date,  0.032 
implementation,  0.012 
partner,  0.021 
warning,  0.006 
clutha,  0.019 
southland,  0.037 
hamish,  0.016 
walker,  0.019 
written,  0.013 
lockdown,  0.04 
main,  0.023 
possible,  0.063 
clear,  0.084 
spoken,  0.005 
informed,  0.015 
borders,  0.009 
closed,  0.015 
visitors,  0.031 
tourism,  0.104 
shortly,  0.005 
civil,  0.021 
visa,  0.01 
entitled,  0.006 
targeted,  0.022 
cancer,  0.034 
immediate,  0.014 
claiming,  0.012 
sending,  0.007 
promised,  0.025 
delayed,  0.013 
strategy,  0.047 
waiting,  0.021 
talking,  0.016 
pharmac,  0.015 
inflation,  0.013 
remove,  0.012 
independent,  0.034 
expert,  0.009 
sell,  0.009 
caught,  0.007 
sooner,  0.009 
grew,  0.006 
united,  0.04 
chosen,  0.01 
sought,  0.006 
parts,  0.019 
conference,  0.023 
opposition,  0.075 
hamilton,  0.025 
elected,  0.029 
war,  0.021 
saw,  0.019 
peter,  0.013 
woman,  0.008 
member,  0.06 
ross,  0.008 
serve,  0.012 
dame,  0.005 
maori,  0.025 
hands,  0.014 
wake,  0.005 
heavily,  0.007 
winning,  0.008 
took,  0.028 
faced,  0.009 
dispute,  0.005 
industrial,  0.011 
caused,  0.015 
difficulties,  0.005 
called,  0.025 
older,  0.014 
nash,  0.013 
giving,  0.027 
demand,  0.042 
largely,  0.008 
increasingly,  0.019 
father,  0.006 
mother,  0.009 
rugby,  0.013 
union,  0.017 
caucus,  0.02 
encouraged,  0.01 
expense,  0.005 
immediately,  0.014 
black,  0.006 
electoral,  0.028 
message,  0.022 
tour,  0.005 
tamaki,  0.009 
bills,  0.011 
crimes,  0.008 
laws,  0.024 
net,  0.017 
cities,  0.012 
play,  0.029 
appointed,  0.021 
lake,  0.009 
tried,  0.007 
profile,  0.008 
retirement,  0.009 
european,  0.01 
points,  0.008 
opinion,  0.006 
severe,  0.006 
retiring,  0.005 
man,  0.008 
capable,  0.006 
director,  0.018 
developed,  0.033 
advertising,  0.007 
replaced,  0.006 
lived,  0.007 
shadow,  0.006 
spoke,  0.007 
medium,  0.014 
massive,  0.02 
initially,  0.005 
deficit,  0.012 
moving,  0.034 
fell,  0.005 
looked,  0.006 
replace,  0.01 
trip,  0.007 
energy,  0.06 
price,  0.025 
popular,  0.01 
appointment,  0.017 
imposed,  0.008 
budgets,  0.007 
prices,  0.029 
actions,  0.021 
voluntary,  0.01 
mix,  0.01 
balanced,  0.006 
dam,  0.007 
fast,  0.035 
station,  0.01 
mike,  0.005 
threatened,  0.006 
appeal,  0.006 
sections,  0.006 
society,  0.025 
falling,  0.011 
wood,  0.006 
supporters,  0.009 
failed,  0.032 
james,  0.009 
flight,  0.006 
rich,  0.005 
likes,  0.006 
recession,  0.006 
ashburton,  0.007 
largest,  0.041 
parliamentary,  0.025 
fourth,  0.009 
surplus,  0.012 
direction,  0.021 
tauranga,  0.029 
basis,  0.016 
expanding,  0.007 
shock,  0.007 
unable,  0.011 
special,  0.04 
alliance,  0.01 
referendum,  0.007 
elections,  0.008 
replacing,  0.008 
advance,  0.006 
similar,  0.021 
talks,  0.007 
agreed,  0.018 
reached,  0.009 
mrs,  0.031 
continued,  0.024 
reforms,  0.036 
enabling,  0.013 
competition,  0.013 
consumer,  0.013 
choice,  0.019 
voters,  0.009 
healthy,  0.021 
agreements,  0.018 
partners,  0.028 
extraordinary,  0.012 
global,  0.058 
crisis,  0.055 
canterbury,  0.067 
earthquakes,  0.024 
pike,  0.009 
fastest,  0.009 
oecd,  0.019 
wanted,  0.01 
pledge,  0.006 
bilateral,  0.006 
cooperation,  0.014 
confirmed,  0.031 
strengthening,  0.02 
strengthen,  0.02 
follows,  0.01 
visits,  0.014 
forces,  0.008 
exchange,  0.009 
field,  0.01 
study,  0.025 
operations,  0.015 
conduct,  0.01 
enhance,  0.013 
provision,  0.012 
emergency,  0.05 
acknowledged,  0.006 
port,  0.015 
anniversary,  0.01 
maritime,  0.006 
terrorism,  0.007 
regular,  0.013 
prosperity,  0.012 
importance,  0.028 
trend,  0.005 
qualifications,  0.009 
steven,  0.014 
joyce,  0.034 
figures,  0.031 
domestic,  0.02 
science,  0.059 
engineering,  0.013 
maths,  0.006 
qualified,  0.005 
natural,  0.035 
physical,  0.015 
vehicles,  0.025 
stimulate,  0.007 
electric,  0.018 
uptake,  0.009 
round,  0.023 
demonstrate,  0.007 
implemented,  0.012 
relatively,  0.007 
petrol,  0.02 
renewable,  0.014 
electricity,  0.025 
emissions,  0.038 
fleet,  0.008 
carbon,  0.016 
paul,  0.082 
goldsmith,  0.096 
trades,  0.007 
mbie,  0.016 
prospects,  0.006 
activity,  0.026 
nationally,  0.008 
considering,  0.014 
crown,  0.051 
principle,  0.006 
ngāti,  0.009 
historical,  0.006 
treaty,  0.017 
waitangi,  0.009 
negotiations,  0.018 
christopher,  0.005 
finlayson,  0.006 
southern,  0.025 
mount,  0.006 
settlements,  0.006 
marks,  0.006 
demonstrates,  0.005 
leaders,  0.038 
settlement,  0.019 
broad,  0.01 
focuses,  0.006 
relationships,  0.014 
devonport,  0.006 
column,  0.01 
ageing,  0.005 
planning,  0.035 
super,  0.006 
spread,  0.015 
generations,  0.014 
remains,  0.025 
affordable,  0.011 
tested,  0.008 
weekly,  0.005 
gone,  0.018 
rise,  0.019 
residency,  0.006 
requirement,  0.009 
wanting,  0.008 
claim,  0.017 
seniors,  0.015 
attorney,  0.005 
forms,  0.007 
legally,  0.009 
april,  0.034 
card,  0.009 
msd,  0.01 
newsletter,  0.019 
gold,  0.006 
peninsula,  0.007 
colleague,  0.007 
alert,  0.015 
japan,  0.013 
weather,  0.01 
pain,  0.005 
kind,  0.014 
safety,  0.114 
user,  0.006 
neighbours,  0.009 
attractive,  0.006 
paper,  0.016 
hour,  0.01 
race,  0.006 
season,  0.016 
reputation,  0.011 
congratulations,  0.009 
winners,  0.008 
impressive,  0.007 
outstanding,  0.014 
click,  0.014 
instructions,  0.005 
waimakariri,  0.047 
matt,  0.029 
doocey,  0.05 
thursday,  0.011 
protected,  0.011 
joining,  0.009 
participate,  0.009 
nikki,  0.037 
kaye,  0.054 
location,  0.011 
hall,  0.008 
holding,  0.015 
tell,  0.021 
immigration,  0.031 
heard,  0.027 
aged,  0.017 
hit,  0.022 
running,  0.028 
northcote,  0.008 
notice,  0.01 
candidates,  0.008 
rule,  0.009 
fuel,  0.048 
sent,  0.01 
meat,  0.008 
london,  0.005 
journey,  0.011 
grown,  0.008 
bank,  0.024 
advised,  0.007 
entire,  0.01 
exceptional,  0.005 
raises,  0.006 
profit,  0.007 
incomes,  0.026 
unlock,  0.005 
trans,  0.011 
tpp,  0.018 
covers,  0.006 
worth,  0.024 
korea,  0.013 
fta,  0.011 
concluded,  0.007 
compete,  0.006 
afford,  0.015 
gains,  0.031 
recognition,  0.009 
nationwide,  0.013 
status,  0.01 
representatives,  0.017 
brand,  0.008 
widely,  0.006 
dairy,  0.034 
harmful,  0.007 
waterways,  0.01 
cause,  0.018 
enter,  0.013 
food,  0.053 
chain,  0.006 
obligations,  0.013 
release,  0.04 
promoting,  0.011 
coast,  0.043 
tasman,  0.025 
maureen,  0.006 
pugh,  0.008 
helicopter,  0.01 
operators,  0.013 
hectares,  0.012 
implications,  0.006 
winter,  0.012 
gap,  0.009 
threat,  0.015 
planting,  0.008 
privacy,  0.017 
respect,  0.014 
websites,  0.007 
digital,  0.045 
sites,  0.034 
reserve,  0.02 
provisions,  0.011 
comply,  0.006 
updated,  0.012 
specifically,  0.011 
mobile,  0.014 
directly,  0.023 
linked,  0.008 
personally,  0.006 
collect,  0.01 
category,  0.011 
users,  0.017 
removed,  0.007 
limits,  0.01 
collection,  0.01 
carrying,  0.006 
certain,  0.012 
donation,  0.014 
purchase,  0.011 
connect,  0.021 
feed,  0.008 
volunteer,  0.015 
host,  0.01 
request,  0.014 
note,  0.013 
connection,  0.013 
leaving,  0.014 
comments,  0.015 
content,  0.014 
participating,  0.006 
forums,  0.005 
features,  0.006 
participation,  0.014 
surveys,  0.005 
fee,  0.006 
treated,  0.008 
citizen,  0.007 
donate,  0.007 
calendar,  0.013 
entities,  0.005 
publicly,  0.016 
maintain,  0.024 
accurate,  0.01 
donor,  0.006 
confidentially,  0.005 
exclusively,  0.006 
disclosure,  0.007 
secretary,  0.011 
officer,  0.011 
cookies,  0.006 
drive,  0.039 
purposes,  0.005 
described,  0.008 
strict,  0.006 
setting,  0.018 
suggest,  0.007 
contain,  0.005 
reasonable,  0.007 
prevent,  0.021 
aware,  0.021 
perfect,  0.005 
transmission,  0.006 
type,  0.009 
messages,  0.007 
emails,  0.009 
affect,  0.012 
donations,  0.008 
levy,  0.02 
tourist,  0.011 
racing,  0.019 
breach,  0.011 
accounts,  0.01 
significantly,  0.022 
cuts,  0.01 
coromandel,  0.016 
blow,  0.007 
freshwater,  0.021 
plymouth,  0.016 
shown,  0.019 
kauri,  0.005 
trees,  0.011 
sarah,  0.009 
dowie,  0.006 
biosecurity,  0.018 
damien,  0.006 
needing,  0.006 
hardship,  0.012 
units,  0.007 
mums,  0.006 
achievements,  0.008 
inspiring,  0.006 
relevant,  0.012 
desperately,  0.007 
changed,  0.015 
self,  0.016 
isolation,  0.018 
offering,  0.011 
shape,  0.01 
curriculum,  0.012 
words,  0.009 
stands,  0.005 
scrutiny,  0.005 
sri,  0.005 
easter,  0.007 
consider,  0.026 
discussions,  0.015 
summit,  0.01 
noted,  0.006 
sold,  0.007 
boards,  0.014 
gang,  0.019 
valley,  0.013 
biodiversity,  0.006 
wilding,  0.007 
variety,  0.007 
opposite,  0.005 
announce,  0.015 
voting,  0.012 
employee,  0.005 
hire,  0.01 
worker,  0.01 
employ,  0.006 
freedom,  0.015 
faster,  0.032 
pretty,  0.006 
aside,  0.01 
contributions,  0.01 
ird,  0.005 
gst,  0.009 
company,  0.03 
commerce,  0.018 
extending,  0.01 
invercargill,  0.008 
officers,  0.019 
otago,  0.031 
sporting,  0.006 
manager,  0.014 
dog,  0.01 
pests,  0.005 
restore,  0.013 
born,  0.01 
advocate,  0.013 
ethnic,  0.008 
hope,  0.037 
join,  0.024 
muller,  0.048 
dedication,  0.005 
chinese,  0.013 
served,  0.017 
administration,  0.011 
fair,  0.025 
struggling,  0.018 
kiwifruit,  0.006 
pick,  0.007 
fruit,  0.011 
institute,  0.022 
follow,  0.015 
workplace,  0.016 
iain,  0.006 
lees,  0.01 
galloway,  0.01 
worried,  0.008 
parker,  0.01 
meantime,  0.006 
showed,  0.011 
earn,  0.013 
highways,  0.008 
trials,  0.006 
stability,  0.009 
repeal,  0.01 
rma,  0.016 
explore,  0.009 
discussion,  0.033 
proposing,  0.014 
motorists,  0.011 
update,  0.02 
waiheke,  0.007 
hills,  0.005 
professionals,  0.014 
excellence,  0.014 
awards,  0.029 
talented,  0.006 
secondary,  0.015 
collaboration,  0.016 
lifestyle,  0.005 
entry,  0.011 
operating,  0.028 
babies,  0.011 
communication,  0.007 
car,  0.017 
requiring,  0.011 
compulsory,  0.007 
crash,  0.005 
check,  0.013 
applying,  0.005 
survey,  0.025 
rebuild,  0.023 
generation,  0.024 
keen,  0.016 
discussed,  0.006 
peace,  0.013 
pilot,  0.019 
travelling,  0.012 
delegation,  0.005 
attended,  0.018 
connections,  0.016 
highway,  0.045 
route,  0.022 
freight,  0.011 
traffic,  0.025 
napier,  0.009 
hawke,  0.012 
residential,  0.022 
expressway,  0.024 
approximately,  0.008 
kilometres,  0.008 
stream,  0.006 
northland,  0.037 
upgrades,  0.009 
extreme,  0.005 
islands,  0.017 
lanes,  0.008 
causes,  0.006 
delays,  0.01 
crashes,  0.006 
reported,  0.013 
intersection,  0.012 
museum,  0.005 
cycling,  0.009 
underway,  0.029 
consents,  0.01 
remaining,  0.008 
shore,  0.017 
maggie,  0.019 
barry,  0.039 
arts,  0.022 
culture,  0.026 
heritage,  0.03 
portfolios,  0.009 
voice,  0.018 
elderly,  0.005 
enormous,  0.008 
species,  0.018 
predator,  0.019 
weeds,  0.005 
saving,  0.012 
highlight,  0.009 
truly,  0.009 
veterans,  0.008 
responsibilities,  0.01 
wasn,  0.008 
win,  0.015 
reo,  0.007 
intermediate,  0.006 
citizens,  0.013 
valued,  0.005 
proud,  0.043 
draft,  0.011 
networks,  0.011 
reasons,  0.012 
roles,  0.02 
campaigns,  0.007 
rightly,  0.007 
rely,  0.008 
tens,  0.012 
values,  0.018 
friendly,  0.01 
happy,  0.013 
section,  0.016 
page,  0.013 
representative,  0.009 
hearing,  0.014 
interested,  0.015 
complaints,  0.006 
ufb,  0.015 
ultra,  0.009 
broadband,  0.024 
fibre,  0.008 
officially,  0.008 
towns,  0.012 
internet,  0.013 
design,  0.025 
consenting,  0.005 
meets,  0.005 
decades,  0.013 
beds,  0.005 
patients,  0.028 
regardless,  0.008 
tracking,  0.008 
accommodate,  0.007 
roll,  0.022 
hekia,  0.009 
parata,  0.023 
expanded,  0.006 
site,  0.027 
trends,  0.005 
passionate,  0.009 
music,  0.006 
basin,  0.005 
pockets,  0.012 
threshold,  0.008 
facing,  0.032 
temporary,  0.012 
puts,  0.009 
earners,  0.005 
retail,  0.008 
hospitality,  0.006 
hole,  0.005 
investments,  0.022 
carefully,  0.008 
prudent,  0.006 
charities,  0.006 
reminder,  0.006 
transparency,  0.009 
felt,  0.008 
regulation,  0.018 
absolute,  0.006 
ease,  0.006 
upgraded,  0.005 
walking,  0.009 
easily,  0.008 
safely,  0.013 
beautiful,  0.009 
plays,  0.006 
input,  0.008 
items,  0.006 
appreciate,  0.007 
anz,  0.006 
inland,  0.021 
raised,  0.025 
addressed,  0.007 
demonstrated,  0.007 
pressures,  0.008 
engage,  0.016 
dialogue,  0.006 
involves,  0.008 
prepared,  0.018 
allowing,  0.021 
base,  0.016 
sensible,  0.011 
harder,  0.014 
minimise,  0.006 
chance,  0.027 
intended,  0.009 
framework,  0.027 
cross,  0.021 
border,  0.047 
software,  0.006 
offshore,  0.014 
produce,  0.013 
sound,  0.011 
australian,  0.014 
listed,  0.005 
involve,  0.009 
corporate,  0.008 
distribution,  0.006 
ownership,  0.012 
stakeholders,  0.012 
scheduled,  0.005 
application,  0.014 
trustees,  0.006 
professional,  0.018 
acting,  0.009 
theme,  0.007 
game,  0.013 
progressively,  0.005 
resident,  0.005 
minimum,  0.017 
equity,  0.014 
authorities,  0.01 
transfer,  0.01 
pricing,  0.005 
robust,  0.013 
guidelines,  0.009 
actual,  0.006 
disputes,  0.005 
avoid,  0.015 
assess,  0.007 
limit,  0.013 
appear,  0.007 
loans,  0.005 
aspects,  0.007 
recommendations,  0.017 
globally,  0.007 
mention,  0.006 
regard,  0.006 
recommended,  0.012 
transformation,  0.008 
median,  0.005 
compliance,  0.017 
reductions,  0.007 
prepare,  0.011 
returns,  0.007 
paye,  0.007 
fees,  0.023 
regime,  0.018 
productive,  0.015 
pegasus,  0.007 
stopped,  0.007 
leaves,  0.005 
animals,  0.006 
mayor,  0.015 
stories,  0.01 
fonterra,  0.006 
animal,  0.007 
played,  0.008 
tracing,  0.006 
signs,  0.012 
couple,  0.015 
facebook,  0.011 
unprecedented,  0.008 
rail,  0.044 
shouldn,  0.011 
doubt,  0.013 
eye,  0.009 
announcements,  0.01 
provincial,  0.014 
houses,  0.049 
kiwibuild,  0.034 
subsidies,  0.007 
direct,  0.019 
incentives,  0.006 
expenditure,  0.009 
faith,  0.005 
stand,  0.024 
heading,  0.009 
deeply,  0.011 
paula,  0.017 
bennett,  0.046 
shopping,  0.005 
maungakiekie,  0.006 
wealth,  0.012 
interesting,  0.006 
principals,  0.011 
harbour,  0.018 
unions,  0.007 
ride,  0.006 
strike,  0.014 
lee,  0.014 
train,  0.011 
bus,  0.016 
strikes,  0.01 
shortages,  0.007 
demands,  0.006 
fifth,  0.007 
disruption,  0.009 
coastal,  0.01 
certainty,  0.021 
commuters,  0.008 
worse,  0.022 
sized,  0.007 
enterprises,  0.006 
backing,  0.007 
hardworking,  0.01 
manufacturing,  0.013 
unnecessary,  0.007 
highlights,  0.01 
intentions,  0.006 
china,  0.033 
states,  0.025 
thanks,  0.02 
present,  0.014 
presented,  0.012 
desire,  0.006 
unique,  0.017 
letter,  0.012 
ceo,  0.007 
ngā,  0.007 
enterprise,  0.012 
democratic,  0.006 
sit,  0.011 
chamber,  0.007 
actively,  0.008 
ask,  0.014 
legislative,  0.008 
regulations,  0.029 
rental,  0.008 
rents,  0.011 
fails,  0.006 
blame,  0.006 
dan,  0.005 
gangs,  0.013 
stuart,  0.019 
soft,  0.01 
greens,  0.019 
violence,  0.053 
twice,  0.008 
taskforce,  0.005 
table,  0.01 
broken,  0.013 
cents,  0.008 
pump,  0.005 
fear,  0.007 
parmjeet,  0.007 
parmar,  0.009 
passing,  0.01 
clarity,  0.01 
urgently,  0.013 
scientists,  0.006 
consistent,  0.016 
birth,  0.008 
legacy,  0.005 
delay,  0.008 
behaviour,  0.015 
attempt,  0.007 
obvious,  0.005 
white,  0.008 
sexual,  0.013 
tackling,  0.007 
movement,  0.007 
determined,  0.01 
devastating,  0.007 
victims,  0.044 
offences,  0.01 
victim,  0.008 
bail,  0.005 
pass,  0.013 
secure,  0.024 
ministerial,  0.017 
responses,  0.006 
surgeries,  0.008 
especially,  0.026 
measles,  0.01 
outbreak,  0.013 
timely,  0.01 
scrapped,  0.006 
regularly,  0.009 
transparent,  0.01 
sport,  0.022 
recreation,  0.01 
cup,  0.013 
contributing,  0.009 
playing,  0.011 
smart,  0.011 
expressed,  0.006 
canada,  0.007 
advocating,  0.006 
advocacy,  0.007 
handling,  0.005 
slush,  0.007 
radio,  0.009 
broadcasting,  0.007 
employees,  0.014 
trail,  0.012 
laid,  0.005 
charge,  0.01 
answers,  0.011 
referred,  0.006 
yes,  0.007 
friend,  0.005 
constituents,  0.012 
located,  0.006 
tool,  0.014 
perspective,  0.007 
genuine,  0.005 
terrible,  0.006 
collective,  0.009 
push,  0.01 
fix,  0.011 
pushing,  0.009 
northern,  0.016 
anzac,  0.015 
breakfast,  0.006 
book,  0.005 
conversation,  0.006 
absolutely,  0.011 
keeps,  0.005 
pace,  0.008 
foundation,  0.016 
cgt,  0.005 
hurt,  0.008 
pipeline,  0.008 
cancelled,  0.011 
flow,  0.014 
effects,  0.014 
accident,  0.006 
transition,  0.016 
greenhouse,  0.007 
shaw,  0.005 
establishment,  0.011 
barrier,  0.01 
progressing,  0.007 
progressed,  0.005 
titles,  0.005 
rollout,  0.005 
hugely,  0.009 
constituency,  0.006 
granted,  0.012 
uncertainty,  0.021 
mission,  0.01 
personnel,  0.007 
army,  0.008 
press,  0.01 
indicated,  0.005 
urgency,  0.01 
rights,  0.027 
charges,  0.006 
gisborne,  0.008 
girls,  0.006 
tolley,  0.022 
wine,  0.009 
resolution,  0.009 
speed,  0.019 
communications,  0.015 
consent,  0.009 
multi,  0.015 
fundamental,  0.007 
lines,  0.006 
offered,  0.01 
connectivity,  0.01 
rolled,  0.006 
breaking,  0.007 
tribunal,  0.007 
air,  0.028 
iwi,  0.031 
anne,  0.023 
prisoners,  0.016 
prisons,  0.007 
returning,  0.011 
resulting,  0.007 
offender,  0.005 
teach,  0.005 
tunnel,  0.011 
sir,  0.015 
powers,  0.016 
saturday,  0.01 
trained,  0.006 
iraq,  0.006 
aid,  0.008 
visas,  0.011 
sunday,  0.01 
lodged,  0.006 
issued,  0.007 
unlikely,  0.005 
village,  0.007 
takes,  0.024 
piece,  0.01 
filled,  0.006 
rehabilitation,  0.007 
weekend,  0.012 
decile,  0.006 
produced,  0.007 
kāhui,  0.006 
ako,  0.007 
operation,  0.011 
acts,  0.005 
participants,  0.006 
determine,  0.006 
pathways,  0.007 
gets,  0.013 
fish,  0.007 
selwyn,  0.014 
runs,  0.006 
panel,  0.014 
impressed,  0.008 
excited,  0.008 
eugenie,  0.006 
sage,  0.01 
sales,  0.005 
performing,  0.009 
language,  0.019 
congratulate,  0.009 
pride,  0.005 
determination,  0.006 
accessible,  0.013 
properties,  0.019 
formal,  0.007 
addressing,  0.014 
search,  0.006 
slow,  0.013 
restrictions,  0.013 
bed,  0.006 
detailed,  0.012 
expects,  0.005 
topics,  0.005 
extensive,  0.01 
buyers,  0.015 
affordability,  0.005 
art,  0.01 
ups,  0.006 
encourages,  0.006 
welcomes,  0.015 
classrooms,  0.031 
kura,  0.008 
cook,  0.007 
honoured,  0.005 
martin,  0.005 
adding,  0.017 
welcoming,  0.007 
voices,  0.007 
carried,  0.011 
numerous,  0.005 
influence,  0.007 
occurred,  0.006 
ambulance,  0.007 
forget,  0.006 
rent,  0.01 
door,  0.007 
flagship,  0.005 
corner,  0.006 
buying,  0.006 
homestart,  0.008 
solution,  0.02 
fortunate,  0.005 
advanced,  0.007 
singapore,  0.006 
levies,  0.006 
diabetes,  0.006 
toll,  0.006 
mountain,  0.007 
phase,  0.018 
ets,  0.008 
paris,  0.006 
usual,  0.008 
effectively,  0.019 
coal,  0.006 
mining,  0.006 
aotearoa,  0.006 
recover,  0.007 
cars,  0.01 
slowing,  0.008 
minutes,  0.007 
hitting,  0.007 
deaths,  0.01 
mana,  0.006 
koutou,  0.011 
interim,  0.006 
advisory,  0.018 
reference,  0.007 
thrive,  0.012 
expectations,  0.013 
attracting,  0.007 
identifying,  0.005 
criminal,  0.017 
represents,  0.009 
aspirations,  0.006 
careful,  0.008 
birthday,  0.005 
catch,  0.009 
recruitment,  0.005 
papers,  0.005 
enable,  0.037 
undertaken,  0.011 
sees,  0.005 
reflect,  0.017 
denise,  0.006 
marine,  0.018 
onehunga,  0.008 
streets,  0.009 
oxford,  0.007 
rangiora,  0.01 
coffee,  0.006 
kaiapoi,  0.008 
employer,  0.006 
pakuranga,  0.013 
rushed,  0.006 
nature,  0.014 
simeon,  0.02 
brown,  0.023 
wellbeing,  0.029 
everyday,  0.006 
ceremony,  0.009 
hipkins,  0.017 
introduce,  0.02 
tenancy,  0.006 
secret,  0.006 
wairarapa,  0.007 
ece,  0.008 
visiting,  0.013 
doubled,  0.006 
lincoln,  0.006 
poverty,  0.014 
poorly,  0.006 
cbd,  0.007 
interchange,  0.009 
projected,  0.007 
shortage,  0.007 
town,  0.018 
brett,  0.011 
hudson,  0.01 
backed,  0.007 
causing,  0.007 
belfast,  0.011 
motorway,  0.016 
woodend,  0.016 
bypass,  0.014 
crossing,  0.008 
tonight,  0.008 
momentum,  0.008 
corridor,  0.009 
waimak,  0.011 
practitioners,  0.005 
processing,  0.008 
telling,  0.011 
objective,  0.006 
separate,  0.005 
intention,  0.007 
monthly,  0.006 
exemption,  0.006 
option,  0.015 
loan,  0.006 
intend,  0.006 
genter,  0.012 
models,  0.008 
illegal,  0.011 
followed,  0.011 
owner,  0.006 
fellow,  0.007 
wto,  0.005 
beef,  0.009 
murray,  0.007 
mccully,  0.01 
solid,  0.007 
hazards,  0.006 
appointments,  0.01 
doc,  0.024 
nicky,  0.015 
wagner,  0.03 
stress,  0.007 
virtual,  0.005 
elements,  0.006 
creative,  0.007 
completion,  0.011 
figure,  0.005 
worry,  0.006 
refusal,  0.011 
migration,  0.006 
mind,  0.01 
belief,  0.006 
migrants,  0.007 
spirit,  0.007 
stated,  0.007 
spaces,  0.011 
involvement,  0.007 
created,  0.033 
sustainability,  0.009 
upgrading,  0.006 
challenging,  0.017 
uncertain,  0.006 
emerging,  0.008 
disasters,  0.005 
peak,  0.008 
manner,  0.006 
evs,  0.006 
litre,  0.008 
geothermal,  0.007 
source,  0.009 
scholarship,  0.007 
whilst,  0.006 
apec,  0.007 
clumsy,  0.009 
courts,  0.015 
criminals,  0.009 
estimates,  0.011 
refused,  0.009 
beach,  0.007 
seeks,  0.007 
confirm,  0.009 
intends,  0.007 
tram,  0.006 
albert,  0.007 
refusing,  0.007 
tourists,  0.012 
deserves,  0.007 
forced,  0.014 
teacher,  0.021 
signalled,  0.005 
fall,  0.011 
correct,  0.006 
injury,  0.006 
retain,  0.007 
forest,  0.015 
scrap,  0.005 
importantly,  0.008 
basic,  0.009 
decide,  0.009 
pre,  0.021 
missed,  0.006 
potentially,  0.009 
foster,  0.01 
stats,  0.006 
reviews,  0.009 
comprehensive,  0.024 
oranga,  0.005 
tamariki,  0.006 
independence,  0.006 
bush,  0.007 
sea,  0.012 
feet,  0.008 
inquiry,  0.022 
nats,  0.009 
fallen,  0.006 
collaborative,  0.008 
forests,  0.006 
pest,  0.01 
fine,  0.006 
incompetence,  0.006 
facilitate,  0.007 
costing,  0.011 
regeneration,  0.018 
coronavirus,  0.008 
wave,  0.006 
losses,  0.009 
deep,  0.007 
distance,  0.005 
tim,  0.018 
seismic,  0.007 
quake,  0.008 
scientific,  0.009 
midwives,  0.008 
penalties,  0.006 
passengers,  0.01 
farmer,  0.009 
cycleway,  0.007 
celebrating,  0.006 
guarantee,  0.005 
bluegreens,  0.006 
investigate,  0.005 
timber,  0.005 
estate,  0.005 
inherited,  0.005 
ਸਰਕ,  0.006 
locations,  0.005 
index,  0.007 
bays,  0.007 
rivers,  0.009 
drugs,  0.019 
medicines,  0.01 
walks,  0.007 
damaged,  0.006 
kaikōura,  0.011 
church,  0.006 
vaccines,  0.009 
arrived,  0.005 
mothers,  0.013 
aucklanders,  0.008 
memorial,  0.014 
governor,  0.006 
sroubek,  0.006 
convicted,  0.005 
wife,  0.007 
macindoe,  0.015 
contest,  0.007 
gps,  0.005 
decline,  0.008 
surpluses,  0.006 
recognises,  0.011 
woods,  0.007 
parking,  0.005 
original,  0.008 
lumsden,  0.01 
polytechnic,  0.01 
attitude,  0.005 
relating,  0.006 
professor,  0.007 
writing,  0.007 
melling,  0.005 
volunteering,  0.006 
equal,  0.006 
recognising,  0.007 
fail,  0.007 
records,  0.008 
holidays,  0.006 
commitments,  0.008 
litter,  0.005 
undertaking,  0.006 
screening,  0.011 
nurse,  0.005 
ian,  0.006 
procedures,  0.006 
fishery,  0.006 
migrant,  0.006 
motor,  0.005 
landscape,  0.005 
ambassador,  0.005 
kingdom,  0.008 
tests,  0.008 
strengthened,  0.007 
ranging,  0.007 
operational,  0.011 
kapiti,  0.006 
builds,  0.01 
pragmatic,  0.006 
caring,  0.006 
letting,  0.007 
stations,  0.006 
oamaru,  0.005 
otaki,  0.007 
ratepayers,  0.007 
customs,  0.014 
destination,  0.006 
duty,  0.007 
vessels,  0.005 
clinical,  0.011 
significance,  0.012 
sad,  0.007 
