word,count
wood,  0.015 
expenditure,  0.011 
companies,  0.054 
game,  0.011 
written,  0.017 
china,  0.024 
results,  0.019 
knew,  0.012 
portfolio,  0.011 
strengthen,  0.015 
reo,  0.029 
remove,  0.014 
governance,  0.01 
importance,  0.018 
works,  0.02 
prevention,  0.016 
strategic,  0.011 
leaders,  0.031 
sense,  0.027 
departments,  0.011 
claims,  0.046 
gave,  0.014 
mana,  0.014 
knowledge,  0.013 
marine,  0.013 
sent,  0.014 
peter,  0.016 
backed,  0.017 
solid,  0.012 
unit,  0.011 
underfunded,  0.011 
processes,  0.013 
petition,  0.016 
blame,  0.014 
delays,  0.013 
supposed,  0.014 
southland,  0.013 
developed,  0.02 
heating,  0.012 
fuel,  0.018 
consumers,  0.013 
field,  0.012 
contribute,  0.013 
vehicles,  0.012 
nationwide,  0.012 
charge,  0.014 
charter,  0.031 
explain,  0.026 
closure,  0.012 
meaning,  0.016 
basis,  0.018 
shouldn,  0.012 
risen,  0.012 
fell,  0.01 
nick,  0.051 
smith,  0.058 
officials,  0.031 
shortfall,  0.014 
shortage,  0.021 
skilled,  0.022 
reveal,  0.012 
visa,  0.011 
earn,  0.015 
kind,  0.019 
gets,  0.018 
talking,  0.018 
raise,  0.022 
network,  0.031 
truth,  0.013 
connect,  0.019 
earners,  0.011 
urgently,  0.015 
ngāti,  0.022 
meat,  0.014 
processing,  0.011 
informed,  0.011 
rely,  0.012 
listen,  0.012 
resourced,  0.011 
paul,  0.011 
ngā,  0.012 
served,  0.011 
aware,  0.011 
ignored,  0.016 
whanau,  0.024 
qualifications,  0.012 
revealed,  0.024 
worth,  0.018 
doctors,  0.018 
calls,  0.019 
turned,  0.014 
taxpayer,  0.031 
privacy,  0.011 
release,  0.025 
treated,  0.011 
palmerston,  0.012 
red,  0.027 
patients,  0.027 
dunedin,  0.038 
matters,  0.015 
megan,  0.04 
woods,  0.041 
truly,  0.012 
river,  0.037 
pike,  0.029 
drift,  0.014 
parts,  0.021 
september,  0.024 
speculation,  0.014 
activity,  0.014 
approved,  0.014 
applications,  0.015 
exports,  0.034 
mbie,  0.018 
television,  0.019 
standard,  0.021 
soon,  0.016 
haven,  0.018 
tried,  0.014 
spin,  0.011 
hide,  0.011 
november,  0.012 
confidence,  0.042 
buy,  0.04 
secure,  0.02 
deficit,  0.017 
insulation,  0.015 
firearms,  0.029 
manukau,  0.011 
aucklanders,  0.016 
union,  0.027 
considering,  0.013 
decent,  0.037 
later,  0.022 
establishment,  0.01 
sheep,  0.014 
content,  0.011 
decline,  0.012 
town,  0.014 
effort,  0.015 
view,  0.019 
tribunal,  0.015 
contractors,  0.012 
refusal,  0.017 
reporting,  0.014 
crimes,  0.012 
sunday,  0.011 
submissions,  0.013 
sales,  0.021 
suicide,  0.014 
integrated,  0.012 
caused,  0.015 
households,  0.016 
succeed,  0.011 
bigger,  0.012 
holding,  0.011 
economies,  0.011 
semi,  0.011 
automatic,  0.012 
dealing,  0.014 
fairness,  0.012 
losses,  0.016 
commissioner,  0.032 
message,  0.015 
papers,  0.016 
concerned,  0.02 
bennett,  0.018 
employees,  0.017 
compliance,  0.011 
ban,  0.02 
hearing,  0.013 
breaking,  0.014 
selling,  0.022 
fixed,  0.011 
train,  0.013 
expensive,  0.014 
stock,  0.013 
common,  0.014 
contract,  0.018 
manage,  0.019 
unfair,  0.013 
pasifika,  0.024 
seeing,  0.021 
update,  0.014 
paula,  0.016 
multi,  0.012 
panel,  0.018 
radio,  0.011 
rents,  0.015 
murray,  0.014 
mccully,  0.017 
subject,  0.011 
unemployed,  0.012 
fish,  0.019 
jenny,  0.013 
salesa,  0.011 
bus,  0.016 
true,  0.016 
port,  0.013 
tpp,  0.013 
easter,  0.01 
sea,  0.015 
saudi,  0.019 
register,  0.013 
airport,  0.015 
complex,  0.011 
congestion,  0.013 
lifting,  0.014 
insurance,  0.012 
